"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 01, 2016","1,479.09","1,471.08","1,479.44","1,462.03","0","0.54"
"May 31, 2016","1,471.08","1,467.09","1,475.10","1,465.74","0","0.27"
"May 27, 2016","1,467.09","1,455.69","1,467.10","1,455.07","0","0.78"
"May 26, 2016","1,455.69","1,457.61","1,460.85","1,453.38","0","-0.13"
"May 25, 2016","1,457.61","1,447.83","1,459.09","1,447.83","0","0.68"
"May 24, 2016","1,447.83","1,423.50","1,449.52","1,423.50","0","1.71"
"May 23, 2016","1,423.50","1,425.24","1,429.17","1,422.20","0","-0.12"
"May 20, 2016","1,425.24","1,406.12","1,425.31","1,406.12","0","1.36"
"May 19, 2016","1,406.12","1,413.82","1,415.35","1,394.86","0","-0.54"
"May 18, 2016","1,413.82","1,414.14","1,425.41","1,405.32","0","-0.02"
"May 17, 2016","1,414.14","1,430.19","1,434.40","1,409.65","0","-1.12"
"May 16, 2016","1,430.19","1,414.66","1,434.38","1,414.66","0","1.10"
"May 13, 2016","1,414.66","1,425.30","1,428.20","1,410.59","0","-0.75"
"May 12, 2016","1,425.30","1,431.16","1,438.97","1,417.25","0","-0.41"
"May 11, 2016","1,431.16","1,447.28","1,447.28","1,430.89","0","-1.11"
"May 10, 2016","1,447.28","1,432.09","1,447.45","1,432.09","0","1.06"
"May 09, 2016","1,432.09","1,430.28","1,437.69","1,425.94","0","0.13"
"May 06, 2016","1,430.28","1,422.41","1,430.28","1,415.56","0","0.55"
"May 05, 2016","1,422.41","1,426.03","1,433.94","1,420.18","0","-0.25"
"May 04, 2016","1,426.03","1,433.69","1,437.66","1,421.41","0","-0.53"
"May 03, 2016","1,433.69","1,456.40","1,456.40","1,426.66","0","-1.56"
"May 02, 2016","1,456.40","1,445.26","1,456.41","1,442.08","0","0.77"
"Apr 29, 2016","1,445.27","1,454.24","1,454.24","1,434.82","0","-0.62"
"Apr 28, 2016","1,454.25","1,471.50","1,472.35","1,451.99","0","-1.17"
"Apr 27, 2016","1,471.50","1,464.05","1,473.52","1,460.09","0","0.51"
"Apr 26, 2016","1,464.05","1,449.68","1,464.05","1,449.68","0","0.99"
"Apr 25, 2016","1,449.68","1,458.72","1,458.72","1,445.13","0","-0.62"
"Apr 22, 2016","1,458.72","1,444.50","1,459.57","1,444.24","0","0.98"
"Apr 21, 2016","1,444.50","1,454.67","1,457.03","1,442.20","0","-0.70"
"Apr 20, 2016","1,454.67","1,453.71","1,461.81","1,448.46","0","0.07"
"Apr 19, 2016","1,453.71","1,449.05","1,460.21","1,447.86","0","0.32"
"Apr 18, 2016","1,449.05","1,440.80","1,449.63","1,432.70","0","0.57"
